UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS,수집페이지,수집시간,google_place_id,google_name,google_rating,google_review_count,google_address,google_lat,google_lng,review_1_text,review_2_text,review_3_text,review_4_text,review_5_text
,이재모피자,중구,35.1021,129.03058,이재모피자,이재모피자,피자,부산 중구 광복중앙로 31 (신창동1가),,051-255-9494,,10:00-21:10(20:30 라스트 오더),"크러스트피자, 햄치즈크러스트피자, 크러스트새우피자, 페퍼로니피자, 스파게티",,,"부산 현지인들에게 유명한 피자 전문점으로, 피자에 들어가는 치즈가 맛있다는 평이다. 
페퍼로니 피자가 인기 메뉴며, 모든 피자는 4천원 추가 시 큰 사이즈로 변경 가능하다. 
대기할 것을 각오하고 가야 하는 곳이다.
",3,2025-08-23T14:59:02.579829,ChIJ8VYk1e74IBURIIVPcKTynRI,이재모피자 본점,4.4,4117,대한민국 부산광역시 중구 광복중앙로 31,35.1021046,129.0305985,,"24.12월) 대표메뉴 이재모 치즈크러스트랑 페퍼로니 파스타 먹었어요. 치즈가 짜지않고 고소해요! 크러스트에 갈릭소스 찍어먹으면 극락..
근데 기대를 너무해서 그런지 조금은 아쉬웠습니다.
파스타는 흔한 맛이라 피자만 추천드립니다!

25.8월) 이번에는 김치볶음밥을 먹었습니다. 매콤한데 피자랑 아주 궁합이 잘 맞아욥! 금요일 오프런 했어요ㅎㅎㅎ",,"이재모 피자 🍕 정말 최고예요!
다 피자랑 파이 피자보다 훨씬 낫네요",부산1대장
,레땅,부산진구,35.172516,129.05516,레땅,레땅,프랑스식,부산 부산진구 성지로 22 (연지동),,051-807-3636,,12:00~15:00 / 18:00~21:00 (예약제로 운영),시즌코스,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612152628930_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612152628930_thumbL,"프랑스와 일본에서의 경험을 담아 프렌치 코스를 선보이는 곳. 
제철 식자재를 사용하여 계절마다 코스 구성이 변동된다. 
내부는 카운터 테이블 구조로 되어 있으며, 1인 셰프로 운영되기 때문에 예약은 필수. 
에스카르고, 토끼고기 등 평소 접하기 힘든 프랑스 요리를 합리적인 가격에 경험할 수 있다. 
코스와 잘 어울리는 다양한 와인이 구비되어 있어 와인 한잔하기도 좋다.
",3,2025-08-23T14:59:02.579829,ChIJ-XbZg0braDURptYspqtdG6w,레땅,4.5,47,대한민국 부산광역시 부산진구 성지로 22,35.1725545,129.0552316,"레스토랑에 방문할때는  요리 자체뿐 아니라 분위기, 접객태도등 전체적으로 조화를 이루어야 되는데 1인쉐프가게 이지만, 그런 부분이 많이 부족해 보인다

1. Entree : 주키니 가스파초
새우와 소스의 조합이 괜찮았는데, Entree로
구성하기에 양이 좀 많아 보인다. 코스요리 전
체적인 구성을 보았을때 이런 세심한 면이 필요

2. Soup de saison : 초당옥수수스프
옥수수 베이스인데 생크림의 맛이 좀더 강하게
느껴졌다. 좀 더 초당옥수수의 맛에 힘을 주었으면
하는 아쉬움

3. Poisson : 농어크리스티앙
자연산이라고 하는데, 일단 냉동의 식감이 나오고
별도의 가니쉬 없이 농어의 양만 너무 많다.

4. Viande : 부챗살스테이크
가니쉬의 구성이 좋았고, 스테이크의 숙성은 잘되었
으나, 스테이크의 섬세한 굽기가 매우 아쉬웠다.
다 먹지 못하고 일부 남김

5. Dessert: 오미자 체리무스&차
쏘쏘. 차는 일반적인 티백으로 나옴

2024, 2025 미슐랭을 받은 가게로 기대를 가지고 방문했으나, 기대치에는 훨씬 미치지 못했다. 부산에는 훌륭한 프렌치 가게들이 꽤 있다. 미슐랭의 기준이 전부는 아니며 보다 합리적인 가격으로 디테일한 요리를 펼치는 프렌치 레스토랑을 반면교사하여  더 발전하는 프렌치 레스토랑으로 거듭나기를 바란다.","한 접시 한 접시 기분 좋은 경험
당근 스프 너무 맛있어요
결혼1주년 행복한 기억",,1인쉐프가 운영하는 작은가게. 적은 인원만 예약을 받고 직접 조리와 서빙을 해줍니다. 계절마다 메뉴가 바뀌는거 같은데 코스구성과 완성도가 좋습니다.,착한 가격에 맛난 프렌치 5코스를 즐길 수 있어 추천할만한 곳이네요.
,라이옥,남구,35.138275,129.10408,라이옥,라이옥,베트남식,부산 남구 용소로7번길 76 (대연동),,0507-1449-8011,,10:30~21:00(마지막 주문 20:00),"소고기쌀국수, 라이옥퍼가, 해물볶음밥, 고이꾸온, 반쎄오, 반꿔이, 분망빗, 분보후에",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612153328501_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612153328501_thumbL,"베트남 하노이에 있는 쌀국수 식당 라이옥에서 전수 받은 쌀국숫집. 
깔끔한 국물의 소고기 쌀국수를 맛볼 수 있다. 
푸짐하게 나오는 반쎄오도 추천 메뉴. 현지 식당의 느낌을 재현한 인테리어도 인상적이다.
",3,2025-08-23T14:59:02.579829,ChIJswV7MOXsaDURLFej8iDbBvA,라이옥 베트남 쌀국수 본점,4.4,581,대한민국 부산광역시 남구 용소로7번길 76,35.1382873,129.1040936,,시청점에서 먹었어요 국물이 진국이네요 자주갈게요,,맛있고 조금 저렴해서 사람들이 많아요. 메뉴도 다양해요.,"동네 맛집 인정입니다.
그냥 사람들이 많아요 ㅎㅎ
회전율도 빠르고 음식도 빨리 나옵니다!!
쌀국수 정말 맛있구요 ㅠㅠ 고수가 없던데 따로 요청해야하나 봅니다. 고기도 부드럽고 곱빼기 먹었는데 딱 배가 불렀어요.
강추드리는 메뉴는 라이옥밥!!
이게 쌀국수 국물과 조금 달라요. 숙주가 정말 많이 들었고 고기도 듬뿍!! 쌀국수도 조금 나와요"
,달타이,해운대구,35.158127,129.18245,달타이,달타이,태국식,부산 해운대구 달맞이길 193 (중동),,0507-1403-1127,,12:00~22:00(마지막 주문21:00),"뿌팟퐁커리, 똠양꿍, 팟타이, 그린/레드커리, 쏨땀, 싸이크럭 이싼, 얌운센, 남똑무",,,"뿌팟퐁커리와 똠양꿍이 인기 있는 태국 음식점이다. 
현지의 맛을 잘 재현한 태국 음식을 맛볼 수 있다. 
태국 맥주를 곁들이면 더욱 좋다. 
리뉴얼하여 실내 분위기도 모던하고 스타일리시해졌다
",3,2025-08-23T14:59:02.579829,ChIJ2SqW3BaNaDUROk9R_vP7Ps8,달타이(Dal Thai),4.1,420,대한민국 부산광역시 해운대구 달맞이길 193,35.1585187,129.182493,푸팟퐁커리는 첫입에 크랩의 부드러운 식감을 느낄 수 있다. 제법 양이 많고 맛도 괜찮음. 팟타이는 평범한 맛이었다. 오픈때 갔는데 재료 준비가 안된건지 텃만꿍을 주문할 수 없어 아쉬웠음.,"25/8/9
가족과 함께 달맞이길 태국 음식점 왔네요. 현지인이 한다고 해서 휴가 복귓날 점심으로 한끼 잘 먹었습니다. 특히 뿌님팟퐁커리(1.5인분, 게를 통째로 튀김+카레)가 제일 맛있어요.","분위기는 좋았고,음식 맛도 무난합니다. 그런데 월요일 저녁 7시에 음식 세개를 시켰는데 40분이나 기다렸어요. 이건 음식의 맛이 어떻든 문제가 있다고 생각합니다. 가성비도 그닥이라 담에 다시 방문은 절대 안할거 같아요.",,제 입에는 음식이 조금 짠 것만 제외하면 맛있는 태국 음식입니다.
,알로이타이레스토랑,수영구,35.16252,129.12901,알로이타이레스토랑,알로이타이레스토랑,태국식,부산 수영구 민락수변로239번길 26 (민락동),,051-756-0275,,11:00~15:00/17:00~21:00 (마지막 주문 20:20),"뿌팟퐁커리, 뿌님팟퐁커리, 타이식해물쌀국수, 파인애플볶음밥, 얌운센, 알로이세트",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612153921763_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612153921763_thumbL,"태국 정부가 인증한 타이셀렉트 프리미엄 인증점이다. 
현지 호텔 출신 요리사가 만드는 정통 태국 요리를 맛볼 수 있다. 
특히 게와 생크림을 넣어 만든 뿌팟퐁커리와 생파인애플을 푸짐하게 넣은 볶음밥 등이 인기다.
",3,2025-08-23T14:59:02.579829,ChIJfclyOsmSaDURzCHnKMBmAhQ,알로이 타이레스토랑,4.1,275,대한민국 부산광역시 수영구 민락수변로239번길 26,35.162494,129.1290362,"다양한 태국 음식을 적당한 가격에 맛있게 먹을 수 있는 곳.
네이버 예약시 쏨땀 서비스는 덤",,음식도 맛있고 캐주얼한 분위기에 적절한 가격대 입니다.,,2인이서 주말 저녁에 방문했고 알로이 세트랑 푸팟퐁커리를 주문했습니다. 알로이 세트는 5가지의 구성 음식이 모두 맛있었고 같이 나온 소스가 특색 있었습니다. 푸팟퐁커리도 커리 소스가 풍미가 깊고 자극적이지 않아 전반적으로 만족스러운 식사였습니다.
,카파도키아,금정구,35.260086,129.0922,카파도키아,카파도키아,튀르키에식,부산 금정구 금단로 123-9 (남산동),,051-515-5981,,11:30~21:30 (마지막 주문 20:30),"케밥, 피르졸라, 피타, 런치세트, 카파도키아스페셜",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612154508334_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612154508334_thumbL,"부산에서 보기 드문 튀르키예 음식 전문점으로, 케밥을 비롯한 다양한 정통 튀르키예 음식을 맛볼 수 있다. 
다양한 종류의 케밥이 인기 메뉴며 전통 향신료에 절인 양갈비를 그릴에 구운 피르졸라도 추천 메뉴다. 
귀화한 튀르키예인이 운영하고 있으며 가게 곳곳에 터키의 전통 공예품이 진열되어 있다.
",3,2025-08-23T14:59:02.579829,ChIJoY9LCWqRaDURXg2eC_olGnM,카파도키아,4.1,287,대한민국 부산광역시 금정구 금단로 123-9,35.2600893,129.0922265,"부산 여행 중에 이 식당에 들렀습니다. 음식이 맛있었고, 한국인 사장님도 매우 친절하셨습니다. 터키어를 유창하게 구사하시는 점도 좋았습니다. 아주 중요한 손님이 오셨는데도 사장님께서 직접 저희 한 명 한 명을 응대해 주셔서 부산에 터키의 풍미를 그대로 전해 주셨습니다. 부산에 가시면 꼭 가봐야 할 터키 음식점입니다.","가족과 즐거운 시간을 보냈습니다. 주인은 영어, 아랍어, 한국어, 터키어를 구사하며 매우 환영해 주었습니다. 맛있는 할랄 식사를 제공해주셔서 정말 감사합니다.","식당에 갔는데 영업시간에는 가까웠어요.
부산 해변에서 멀리 왔는데",정말 맛있어요 그리고 사장님도 좋은 분이세요 ❤️,음식이 정말 맛있고 분위기도 좋고 직원분들도 친절해요. 바로 옆에 모스크도 있어요 :) 부산에 가시면 꼭 들러보세요.
,거북선횟집,해운대구,35.156822,129.17397,거북선횟집,거북선횟집,생선회,부산 해운대구 달맞이길62번길 69 (중동),,051-741-8850,,11:00~23:00,자연산모둠회,,,"해운대 미포에 있는 횟집으로, 자연산 회의 맛이 뛰어나다. 
회 외에도 각종 밑반찬과 매운탕도 훌륭하다. 
직접 담근 고추장에 여러 양념을 섞어 6개월간 숙성시킨 초장이 맛의 비결이다. 
문재인 전대통령이 즐겨찾았던 대통령 맛집이다.
",3,2025-08-23T14:59:02.579829,ChIJDbbDFUCNaDUREub6AZVIHJc,거북선 횟집,3.9,190,대한민국 부산광역시 해운대구 달맞이길62번길 69,35.1568685,129.1738938,그냥평범힌 횟집이었습니다,,"거북선회집에가는. 손님인데요. 처음우리가 15년전에 가보자회집일때부터  매년2번씩갔습니다. 그땐 가끔친절했지요 자주가지는못해도......  가끔 불친절할때도있었지요.  신경쓰지않았답니다 직원들이 바뀌고 현재는직원들이계속유지하고있지만. 오늘 발렌타인 데이 라. 내가 남편을위해 선물을주고싶었답니다 남편또한 나에게 비싼브랜드를선물했기때문에 남편이좋아하는회를사주고싶었지요 그래서 갔던곳이 에난데일 거북선회집(가보자 회집) 자주가지는못해었도 예전과달리 날많이경계하고. 속은왜 왔지 겉
그리고. 어제저녁. 회집애서. 199불중간회를시켰지요. 무우로만든장미꽃. 넘 예뼈서 직원에게 무우꽃모양이 넘 얘쁘게만들어서
어떻게 예쁜모양으로만드나해서 그냥 물어봤는데 갑자기 꽃모양무우를 빼앗더니 ""이리주세요 손님이가져가는게 아니예요"" 하며 조그만한꽃모양뭉 회접시에있던거 주방으로.후닥닥 가지고가더군여. 아니우리가 중간사이즈199불회시키고. 무우꽃모양 물어본.
게죄인입니까??공짜로줘도. 썩은야채안가져가요. 어이없는직원 깜짝놀랐답니다 그것도큰소리로.. 두명이선불로225불회먹고 죄인취급받아야하나요...",,
,고스락,기장군,35.322273,129.26978,고스락,고스락,소고기구이,부산 기장군 장안읍 해맞이로 286,,051-727-0101,,11:30~22:00 (마지막 주문 21:00),"한우등심구이, 한우안심, 한우떡갈비솥밥정식",,,"바닷가에 전망이 좋은 방갈로로 되어 있는 곳이다. 
질좋은 소고기를 전망 좋은 방에서 즐길 수 있다. 
반려견 동반이 가능한 것이 특징. 식사 후 산책하기에도 좋다.
",3,2025-08-23T14:59:02.579829,ChIJD-LkDdKGaDURF6w9u8x2R4w,고스락,3.4,322,대한민국 부산광역시,35.3221149,129.2690396,"셋이서 등심2개 안심1개 시킴.고기질은 좋았는데. 고기굽는팬이 코팅이 벗겨졌는지 예열하고 구웧는데도 들러붙어서 짜증났음.추가로 된장백반시킨게 완전 허접했음. 우리식구들은 ㅇ억는양이 적어서.그나마 양이 됐지만, 왠만한 성인이.1인분 먹기에는 부족함.
바다뷰 때문에 기분은 좋았음.","과거에 아주 유명했는데, 살짝 올드한 느낌은 있지만 여전히 이색적인 곳에서 식사를 할 수 있습니다.",애견동반 가능,,
,규우정,해운대구,35.15723,129.17676,규우정,규우정,소고기구이,부산 해운대구 달맞이길 129 (중동),,051-747-9229,,12:00~15:00/ 17:00~23:00(마지막 주문 22:00),"채끝, 안심, 등심, 꽃등심, 특안심, 한상가득모둠, 오므라이스",,,"창가 오션뷰 전망이 좋은 소고기 구이 전문점. 
고기를 주문하면 테이블에 기본 찬과 소금, 참기름, 데미글라스 세 가지 소스가 놓인다. 
숙성시킨 고기의 풍미가 좋으며, 데미글라스 소스를 곁들인 오므라이스도 단품 식사로 즐기기 좋다.
",3,2025-08-23T14:59:02.579829,ChIJr2lthiKNaDURevoXxpMMw28,규우정,4.6,304,대한민국 부산광역시 해운대구 해운대해변로298번길 24 팔래드시즈 2층 2~3호,35.1601325,129.1665759,맛있네요 다시 올께요,"very nice view, can have a great view at sea and beach, Portions are hearty, and everything felt fresh and high-quality. It's not the cheapest spot, but for the oceanfront location, ambiance, and top-tier beef, it's worth every penny.","아버지 생신이라 예약후 방문했습니다
바다가 보이는 창가자리에서 맛있는 식사를 했어요
너무 밝지 않은 편안한 조명에서 분위기있게 식사 잘하고왔습니다
가격대는 좀 있는편이지만 그만큼 맛과 분위기가 너무나 좋았어요
연인끼리 와도 정말 좋을듯 합니다",와이프랑 여름휴가 기념으로 소고기 먹으러 왔어요. 제비추리랑 직화불고기 먹었는데 너무 맛있어요. 오무라이스도 듣던데로 인생 오므라이스에요. 나중에 또 올거에요👏👍,
,금랑횟집,수영구,35.15518,129.13103,금랑횟집,금랑횟집,생선회,부산 수영구 광안해변로344번길 17-5 (민락동),,051-752-5209,,11:30~23:00 (마지막 주문 22:00),"금랑한상, 수변한상, 광안한상, 바다한상, 특모둠회, 모둠회",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612155844697_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612155844697_thumbL,"광안리 수변공원에 있어 광안대교를 바라보며 한상차림을 즐길 수 있는 곳. 
싱싱한 활어회와 함께 매운탕, 전복찜, 메로스테이크, 모둠해산물, 새우장을 비롯한 곁들이 음식이 푸짐하게 나온다. 
문재인 전대통령이 찾았던 대통령 맛집이다.
",3,2025-08-23T14:59:02.579829,ChIJU5yTKTXtaDURU41j2yHzr4g,금랑횟집,4.5,387,대한민국 부산광역시,35.1551813,129.1310446,"결론적으로, 금령횟집은 맛과 아름다운 전망 모두에서 정말 추천할 만한 곳입니다. 광안대교를 바라보며 신선한 해산물을 맛볼 수 있는 곳입니다. 부산 광안리에 가시면 꼭 들러보세요. 광안리에서 정통 로컬 레스토랑을 찾으신다면 이곳이 정답입니다.","광안리 바다가 펼쳐지는 멋진 전망과 신선한 회를 동시에 즐길 수 있는 곳이었어요! 다양하고 푸짐한 스끼다시가 함께 나와 끊임없이 먹을 수 있었딥니다! 저희는 홀에서 식사했는데, 어떤 테이블에서도 바다가 잘 보였어요. 무엇보다 직원분들이 매우 친절하게 응대해주셔서 불편함 없이 즐거운 시간을 보낼 수 있었습니다.","진짜 최고 ,, 구성도 맛도 가성비도 다 최고 ㅠ.ㅠ",인생에서 가장 만족한 횟집 세손가락 안에 들 만큼 만족한곳!!회도 맛있고 바다 보며 먹으니 분위기도 좋고 상다리 부러질만큼 한 상 가득 나오니 오히려 가성비 좋다고 생각되는곳,오션뷰 맛 서비스 휼륭
,뉼리,수영구,35.155136,129.12401,뉼리,뉼리,스테이크,부산 수영구 민락수변로 7 (민락동),,010-5381-8102,,12:00~15:00/17:00~22:00 (마지막 주문 21:00),"봉골레파스타, 포르마지파스타, 채끝스테이크, 안심스테이크, 감자튀김, 런치세트, 디너세트",,,"광안리 바다가 보이는 전망 좋은 스테이크 하우스. 
알라카르트로 운영되며, 런치에는 세트를 시키면 샐러드, 파스타, 한우 스테이크, 디저트가 코스로 나온다. 
저녁때는 와인바로도 이용된다.
",3,2025-08-23T14:59:02.579829,ChIJczABX17taDURPLZ6yYfu2w0,뉼리,4.7,12,대한민국 부산광역시 수영구 민락수변로 7 8층,35.155143,129.1240866,"외지에서 친구가오거나 중요한 약속때 꼭 예약하고 가는 곳입니다.

소규모로 테이블이 되어있어서 조용하게 식사를 즐길 수 있고, 코스요리와 아인을 곁드려 먹기 좋은 곳입니다. 전 테이블 바다가 보이고 낮시간 때 가면 햇살이 강할 수도 있습니다. 하
지만 그만큼 아주 멋있고 분위기내기 좋은 식당입니다.

이번에 방문했을 때 바로 옆테이블에 블로거인지 인플로언서인지는 모르겟지만.. 다른 테이블 신경 안쓰고 사진찍으시고 왔다 갔다해서   결국은 테이블을 바꿨습니다. 식당 관리차원에서 자리 안내 할때 고려하는 것이 좋을 것 같아보이네요.

데이트나 광안리 구경을 할때 가지 아주 좋은 곳입니다!
강력추천드립니다.

It's a place where friends come from outside or make a reservation for important appointments.

It has a small table, so you can enjoy your meal quietly, and it's a great place to eat with course meals and side by side with Ahin. I can see the sea of the table and the sun might be strong during the day. Ha
However, it is a very cool restaurant and good for the atmosphere.

I don't know if it's a blogger or an influencer right next to me when I visited this time, but I didn't care about other tables and took pictures, so I finally changed the table. I think it would be good to consider it when guiding you to a table in terms of restaurant management.

It's a great place to go on a date or to see Gwangalli!
I highly recommend it.","⭐⭐⭐⭐⭐
소고기는 정말 질이 좋았어요. 부드럽고 육즙이 가득했어요. 파스타는 식감이 좋았고, 해산물은 정말 신선했어요. 셰프님이 모든 요리에 정성을 다하는 게 확실히 느껴졌어요. 함께 나온 매시드 포테이토도 정말 맛있었어요. 진하고 부드러웠고, 정말 맛있었어요! 전반적으로 정말 환상적인 식사 경험이었어요. 훌륭한 음식과 서비스에 감사드립니다. 꼭 다시 방문할게요!","스테이크 아주 맛있습니다. 육즙이 훌륭합니다.
그런데 스테이크 나이프가 너무 무뎌서 고기가 안 잘립니다.",,"분뉘기좋은 양식당 입니다.
바다 및 광인대교 뷰가 아주좋아요!
연인들 가면 좋을거같습니다. 예약하시고 비닷가 전망좋은데 앉으세요."
,맥퀸즈라운지,기장군,35.198193,129.22858,맥퀸즈라운지,맥퀸즈라운지,카페,부산 기장군 기장읍 기장해안로 268-32,,051-509-1371,,10:00~21:00,"애프터눈티세트, 홍차, 허브차, 과실차, 녹차, 전통차, 에스프레소, 아메리카노, 카푸치노, 카페라테, 카페모카, 바닐라라테",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612160716657_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612160716657_thumbL,"힐튼부산호텔 내에 자리한 라운지. 환상적인 오션뷰를 바라보며 디저트와 차를 즐길 수 있는 공간이다. 
시그니처 메뉴는 케이크 등의 베이커리와 시그니처 티 컬렉션으로 구성된 애프터눈 티세트다.
",3,2025-08-23T14:59:02.579829,ChIJsegJf_GPaDUREUB3K0x8zMo,아난티 앳 부산 코브 맥퀸즈 그릴 앤 바,4.3,65,대한민국 부산광역시 기장군 기장읍 기장해안로 268-32,35.1977886,129.2283278,식사시 바닷가 뷰가 이주 좋았어요.,"주차:0
아기의자:0
기장 아난티  10 층에 위치한 음식점 높은 층고와 뷰는 참  좋다.
다만 높은 가격대에 비해 음식 퀄리티나 서비스는 좀 아쉽니다.
해문파스타, 크림리조또 부라타치즈와 토마토
맛은 특별한 느낌은 없었지만 먹을만한 정도
다만 가격대비 양이 좀 부족하다는 느낌을 많이 받음

다만 직원분들이 다 등을 돌리고 있어 계속적으로 불러야했고 몇번씩 불러도 대응이 없었던건 고급리조트에 있는 식당의 서비스로는 좀 아쉬웠다","말이 필요 없는 곳. 아난티 앳 코브에 가셨다면 필수적으로 방문해 보시기를 추천해 드립니다. 맛, 가격 모두 기대 이상이고 인테리어와 전망은 5점 만점에 7점을 주고 싶습니다. 모든 면에서 만족스러웠던 맥퀸즈 그릴앤 바였습니다. 별 6점 드리고 싶네요.",음식 맛있고 친절하심. 바다 통창 뷰. 최고.,맛있는데 비싸요.
,목장원,영도구,35.07164,129.05736,목장원,목장원,소갈비,부산 영도구 절영로 355 (동삼동),,051-404-5000,,11:30~21:30,"한우등심, 한우양념구이, 한우꽃등심, 양념갈빗살, 꽃갈빗살소금구이, 한우특수부위모둠, 한우꽃갈비살, 한우곰탕, 갈비탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612161146972_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612161146972_thumbL,"한우 및 수입육을 맛볼 수 있는 숯불갈비 전문점. 태종대의 절경을 바라보며 식사할 수 있다. 
2층 카페 드봄에서는 차 한잔의 여유를 즐길 수 있으며 연회장 및 야외 결혼식장도 함께 있다.
",3,2025-08-23T14:59:02.579829,ChIJudW3YifpaDUROwJ3Zp4K-yU,목장원,4,2119,대한민국 부산광역시 영도구 절영로 355,35.0716839,129.0573879,"깔끔하고, 맛있고, 전망좋은 부산 영도의 고기집. 직원분들도 친절. 다시 가고 싶은 곳.","점심 뷔페 먹으러 자주 오는데. 오늘은 애 데리고 드라이브 와서 들림.
건물 윗쪽에 연세대 연습림이 있음.","멋진 뷰와 맛있는 음식~~♡♡♡
타지분들 식사하기에는 최곱니다.
바로 옆 까페도 좋아요.^&^",언제 가도 좋아요.,"음식이 맛있고 뷔페 스타일이에요. 선택지가 많아요. 애피타이저, 수프, 메인 요리, 디저트까지 다양해요. 양식, 한식, 퓨전 요리까지 다 있어요."
,오륙도가원,남구,35.106842,129.11136,오륙도가원,오륙도가원,소고기구이,부산 남구 백운포로 14 (용호동),,051-635-0707,,11:30~21:30,"갈빗살, 등심, 제비추리, 꽃살",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612161538543_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612161538543_thumbL,"바다가 보이는 전망이 아주 좋은 한우 전문점. 질 좋은 한우를 숯불에 구워 먹는 맛이 좋다. 
점심시간에 한우구이를 주문하면 식사와 냉면이 무료로 제공된다. 
물이 흐르는 연못과 들판이 조화를 이루는 외관은 건축상을 수상했을 정도로 훌륭하다. 
옆에 카페가 있어 고기를 먹은 후 차를 마시기도 좋다.
",3,2025-08-23T14:59:02.579829,ChIJ3clxPzXsaDURXRb_YfKaTg8,오륙도가원,4.2,1244,대한민국 부산광역시 남구 백운포로 14,35.1067655,129.1115286,멋진 풍광에 아름다운 건축물이 더해진 고기집.,이렇게 맛있는 한우는...처음이었습니다.분위기도 좋고 잔디에서 아이들도 신나게 뛰어놀수있었습니다.,,,
,이레옥,해운대구,35.154057,129.14583,이레옥,이레옥,수육,부산 해운대구 마린시티3로 51 (우동),,051-742-6421,,24시간 영업,"곰탕, 양곰탕, 특섞어곰탕, 수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612162233926_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612162233926_thumbL,"곰탕 전문점. 한우를 사용한 담백하고 깔끔한 맛의 곰탕을 즐길 수 있다. 
양이 들어간 양곰탕도 인기 메뉴. 
테라스에 앉으면 광안대교가 한눈에 보여 최고의 전망을 자랑한다.
",3,2025-08-23T14:59:02.579829,ChIJwek01K2SaDURtJMgxNliEKE,이레옥,4,817,대한민국 부산광역시 해운대구 마린시티3로 51,35.1537053,129.1464104,"웨이터들이 매우 친절했고, 음식은 괜찮았지만 훌륭하지는 않았습니다. 소고기는 부드러웠지만 기름기가 많았습니다.",,,,
,칠성횟집,수영구,35.155697,129.12259,칠성횟집,칠성횟집,생선회,부산 수영구 광안해변로 263 (민락동),,051-753-3704,,12:00~22:00,"도다리세꼬시, 우럭, 광어, 잡어, 참돔, 광어통마리",,,"광안대교를 바라보면서 세꼬시를 즐길 수 있는 곳. 세꼬시를 찍어 먹는 쌈장이 이 집 맛의 비결이다. 
합리적인 가격에 질 좋은 세꼬시를 맛볼 수 있으며 뚝배기에 끓여 내오는 매운탕 맛도 일품이다.
",3,2025-08-23T14:59:02.579829,ChIJGzXQ6i3taDURqCosxmVR8EU,칠성횟집,3.6,581,대한민국 부산광역시 수영구 광안해변로 263 파로스오피스텔 2층,35.1557017,129.1225628,,,광안리 해수욕장에 유명한 횟집입니다. 단점이라면 손님이 너무 많아서 시끄러워요ㅠ,,
